#E_pot E_kin E_opt Temperature
101.174 356.927 148.609 713.333
101.639 356.925 149.109 713.329
101.514 357.552 149.609 714.582
102.786 356.859 150.11 713.196
102.733 357.399 150.61 714.276
103.761 356.991 151.11 713.461
104.134 357.109 151.611 713.696
104.873 356.95 152.111 713.378
104.842 357.503 152.611 714.485
104.749 358.097 153.112 715.67
104.943 358.435 153.612 716.346
104.669 359.191 154.113 717.857
106.056 358.301 154.613 716.079
105.23 359.647 155.113 718.768
105.596 359.843 155.614 719.161
106.018 359.922 156.114 719.318
106.63 359.83 156.614 719.134
106.022 360.904 157.115 721.281
107.095 360.284 157.615 720.043
106.075 361.752 158.115 722.976
107.103 361.216 158.616 721.904
110.384 358.42 159.116 716.316
110.135 359.153 159.617 717.781
110.585 359.323 160.117 718.121
109.481 360.9 160.617 721.273
111.585 359.32 161.118 718.116
112.414 358.98 161.618 717.435
112.635 359.263 162.118 718.001
111.68 360.779 162.619 721.031
111.791 361.087 163.119 721.647
111.943 361.378 163.62 722.229
113.654 360.228 164.12 719.93
113.046 361.351 164.62 722.175
113.158 361.844 165.121 723.159
114.834 360.72 165.621 720.913
113.478 362.574 166.121 724.619
113.002 363.573 166.622 726.616
114.241 362.835 167.122 725.139
113.513 364.099 167.622 727.667
113.421 364.664 168.123 728.795
116.412 362.276 168.623 724.023
116.163 363.037 169.124 725.545
117.301 362.44 169.624 724.351
115.819 364.435 170.124 728.337
117.165 363.66 170.625 726.789
118.349 362.939 171.125 725.348
118.318 363.526 171.625 726.522
117.805 364.555 172.126 728.577
118.338 364.553 172.626 728.574
118.123 365.292 173.126 730.051
117.354 366.466 173.627 732.396
118.941 365.393 174.127 730.252
120.681 364.103 174.628 727.675
119.323 365.967 175.128 731.399
120.307 365.611 175.628 730.687
119.857 366.588 176.129 732.641
120.714 366.256 176.629 731.976
119.921 367.542 177.129 734.548
120.345 367.635 177.63 734.733
120.221 368.169 178.13 735.8
119.418 369.516 178.63 738.493
123.775 365.721 179.131 730.908
124.476 365.508 179.631 730.482
124.24 366.305 180.132 732.075
123.623 367.381 180.632 734.225
