#E_pot E_kin E_opt Temperature
250.342 506.435 356.109 770.796
250.389 507.164 356.767 771.906
253.336 504.879 357.424 768.428
253.278 505.709 358.081 769.692
255.015 504.63 358.738 768.048
254.831 505.583 359.395 769.5
257.712 503.331 360.052 766.072
260.732 501.05 360.709 762.6
259.17 503.307 361.366 766.036
259.7 503.424 362.023 766.214
260.737 503.091 362.68 765.706
258.424 506.08 363.337 770.256
258.693 506.515 363.994 770.918
257.148 508.692 364.651 774.231
257.595 508.967 365.308 774.65
256.653 510.528 365.965 777.026
256.635 511.305 366.622 778.208
261.546 507.038 367.279 771.713
263.134 506.116 367.936 770.311
261.698 508.241 368.593 773.545
262.356 508.313 369.25 773.654
260.298 511.009 369.907 777.757
263.434 508.638 370.564 774.149
265.012 507.614 371.221 772.59
262.986 510.297 371.878 776.674
263.15 510.899 372.535 777.591
263.687 511.002 373.192 777.747
266.955 508.453 373.849 773.867
265.033 510.92 374.506 777.622
266.442 510.337 375.163 776.735
265.71 511.834 375.82 779.013
263.664 514.487 376.477 783.051
267.607 511.3 377.134 778.201
267.941 511.545 377.791 778.573
266.053 514.141 378.448 782.525
265.03 515.94 379.105 785.263
266.549 515.031 379.763 783.879
264.228 517.981 380.42 788.368
266.287 516.588 381.077 786.25
267.458 516.141 381.734 785.568
269.209 515.168 382.391 784.088
267.821 517.102 383.048 787.031
269.098 516.432 383.705 786.011
270.082 516.191 384.362 785.645
269.876 516.986 385.019 786.855
272.784 514.764 385.676 783.473
271.498 516.795 386.333 786.563
272.426 516.49 386.99 786.1
271.605 517.969 387.647 788.35
273.14 517.167 388.304 787.13
273.293 517.728 388.961 787.984
274.305 517.408 389.618 787.497
279.282 513.167 390.275 781.042
276.281 516.846 390.932 786.641
282.568 511.286 391.589 778.179
283.406 511.125 392.246 777.935
283.958 511.225 392.903 778.086
283.761 512.048 393.56 779.339
278.661 517.704 394.217 787.948
281.701 515.355 394.874 784.373
283.448 514.424 395.531 782.955
284.832 513.669 396.188 781.806
284.986 514.252 396.845 782.694
286.047 513.948 397.502 782.231
287.606 513.063 398.159 780.884
288.223 513.139 398.816 781
286.315 515.7 399.473 784.897
288.564 514.142 400.13 782.527
290.934 512.485 400.787 780.004
291.2 512.795 401.444 780.477
291.842 512.854 402.101 780.566
294.669 510.736 402.759 777.342
294.073 512.026 403.416 779.305
293.496 513.217 404.073 781.119
291.98 515.458 404.73 784.529
292.744 515.261 405.387 784.23
294.517 514.197 406.044 782.609
296.092 513.345 406.701 781.313
298.078 512.052 407.358 779.345
298.007 512.811 408.015 780.5
297.55 514.013 408.672 782.33
299.088 513.234 409.329 781.145
301.264 511.702 409.986 778.812
301.513 512.064 410.643 779.363
300.673 513.53 411.3 781.595
303.312 511.653 411.957 778.737
302.391 513.239 412.614 781.152
303.575 512.69 413.271 780.317
300.75 516.088 413.928 785.488
303.625 513.895 414.585 782.15
306.534 511.669 415.242 778.762
305.368 513.501 415.899 781.55
305.069 514.429 416.556 782.963
305.603 514.59 417.213 783.208
305.256 515.712 417.87 784.916
307.234 514.469 418.527 783.024
309.606 512.829 419.184 780.528
310.44 512.642 419.841 780.242
312.2 511.563 420.498 778.601
313.465 510.983 421.155 777.718
315.044 510.139 421.812 776.434
317.688 508.025 422.469 773.216
319.631 506.977 423.126 771.622
318.352 508.95 423.783 774.624
317.675 510.321 424.44 776.711
311.776 516.823 425.097 786.607
310.624 518.646 425.755 789.381
312.229 517.554 426.412 787.719
313.591 516.868 427.069 786.675
314.733 516.407 427.726 785.973
312.735 519.147 428.383 790.143
316.891 515.726 429.04 784.937
313.754 519.489 429.697 790.664
314.103 519.813 430.354 791.157
317.236 517.425 431.011 787.523
320.12 515.18 431.668 784.106
320.982 514.994 432.325 783.822
319.074 517.596 432.982 787.783
316.458 520.801 433.639 792.661
317.653 520.24 434.296 791.807
320.5 518.048 434.953 788.471
314.788 524.432 435.61 798.187
316.323 523.652 436.267 797.001
320.316 520.348 436.924 791.972
320.614 520.762 437.581 792.602
323.991 517.961 438.238 788.338
323.694 518.994 438.895 789.911
324.066 519.37 439.552 790.483
326.616 517.481 440.209 787.609
328.335 516.507 440.866 786.126
328.092 517.365 441.523 787.431
328.11 518.162 442.18 788.644
329.083 517.775 442.837 788.055
331.105 516.39 443.494 785.948
330.932 517.392 444.151 787.473
331.185 517.769 444.808 788.046
332.197 517.436 445.465 787.54
331.797 518.609 446.122 789.325
330.947 520.023 446.779 791.477
329.492 522.069 447.436 794.59
329.084 523.042 448.093 796.071
330.942 521.877 448.751 794.299
329.23 524.208 449.408 797.847
335.28 518.872 450.065 789.725
333.959 520.868 450.722 792.764
334.553 520.901 451.379 792.814
336.168 519.977 452.036 791.407
335.236 521.669 452.693 793.983
336.306 521.352 453.35 793.499
335.77 522.459 454.007 795.185
338.611 520.309 454.664 791.913
340.3 519.258 455.321 790.313
340.065 520.149 455.978 791.668
341.823 519.162 456.635 790.167
344.439 517.261 457.292 787.274
343.137 519.277 457.949 790.342
343.13 519.939 458.606 791.35
340.787 522.864 459.263 795.801
344.944 519.507 459.92 790.692
343.036 522.063 460.577 794.581
342.733 523.049 461.234 796.083
341.329 525.132 461.891 799.254
345.884 521.282 462.548 793.393
345.172 522.575 463.205 795.362
348.732 519.838 463.862 791.196
353.778 515.475 464.519 784.555
353.749 516.223 465.176 785.693
355.821 514.825 465.833 783.565
357.597 513.639 466.49 781.761
353.276 518.663 467.147 789.407
351.435 521.091 467.804 793.102
355.99 517.344 468.461 787.399
354.2 519.786 469.118 791.117
352.48 522.1 469.775 794.638
353.124 522.137 470.432 794.694
355.45 520.561 471.089 792.296
357.581 519.167 471.747 790.174
356.13 521.176 472.404 793.231
355.122 522.824 473.061 795.739
357.062 521.537 473.718 793.781
357.893 521.347 474.375 793.492
360.964 518.989 475.032 789.903
360.674 520.003 475.689 791.446
359.502 521.773 476.346 794.14
361.188 520.747 477.003 792.579
360.08 522.543 477.66 795.313
363.997 519.23 478.317 790.271
364.206 519.776 478.974 791.1
361.091 523.495 479.631 796.761
366.941 518.318 480.288 788.882
365.648 520.351 480.945 791.976
366.967 519.729 481.602 791.03
367.425 519.992 482.259 791.43
369.587 518.517 482.916 789.185
365.198 523.58 483.573 796.891
365.164 524.339 484.23 798.046
365.994 524.28 484.887 797.956
368.551 522.395 485.544 795.087
367.883 523.702 486.201 797.076
368.154 524.133 486.858 797.732
369.931 522.956 487.515 795.941
369.442 524.156 488.172 797.767
374.059 520.041 488.829 791.504
373.007 521.965 489.486 794.432
372.461 523.146 490.143 796.23
373.608 522.683 490.8 795.526
373.173 523.793 491.457 797.214
378.529 519.232 492.114 790.273
376.058 522.251 492.771 794.868
375.512 523.459 493.428 796.707
376.919 522.682 494.085 795.524
377.943 522.35 494.743 795.019
376.192 524.749 495.4 798.671
376.109 525.515 496.057 799.836
379.066 523.3 496.714 796.464
376.719 526.299 497.371 801.03
379.008 524.845 498.028 798.817
380.647 523.774 498.685 797.186
382.566 522.68 499.342 795.52
381.252 524.686 499.999 798.574
380.531 526.06 500.656 800.665
381.197 526.115 501.313 800.749
381.591 526.387 501.97 801.163
386.154 522.576 502.627 795.363
387.179 522.159 503.284 794.728
387.62 522.478 503.941 795.213
389.706 521.019 504.598 792.992
390.407 520.922 505.255 792.845
391.394 520.687 505.912 792.488
395.419 517.329 506.569 787.377
393.185 520.199 507.226 791.745
392.291 521.766 507.883 794.13
390.517 524.235 508.54 797.887
391.844 523.655 509.197 797.005
390.537 525.581 509.854 799.936
390.648 526.215 510.511 800.902
390.905 526.625 511.168 801.525
392.078 526.209 511.825 800.893
391.629 527.335 512.482 802.605
391.992 527.628 513.139 803.052
392.943 527.404 513.796 802.711
395.419 525.538 514.453 799.871
395.287 526.324 515.11 801.067
398.427 523.753 515.767 797.155
393.831 529.051 516.424 805.218
397.042 526.406 517.081 801.192
397.755 526.392 517.739 801.171
400.541 524.189 518.396 797.818
402.068 523.426 519.053 796.656
403.519 522.607 519.71 795.41
404.938 521.881 520.367 794.305
405.139 522.29 521.024 794.928
405.484 522.669 521.681 795.505
407.591 521.263 522.338 793.364
407.651 521.892 522.995 794.321
407.741 522.55 523.652 795.323
408.297 522.62 524.309 795.429
408.551 523.035 524.966 796.061
409.255 523.064 525.623 796.105
408.748 524.135 526.28 797.736
405.819 527.708 526.937 803.174
409.545 524.799 527.594 798.746
413.362 521.653 528.251 793.958
414.053 521.524 528.908 793.761
417.772 518.63 529.565 789.356
415.179 521.85 530.222 794.258
412.82 524.789 530.879 798.731
410.382 527.915 531.536 803.489
415.523 523.532 532.193 796.818
415.19 524.564 532.85 798.389
415.103 525.367 533.507 799.611
414.059 527.082 534.164 802.221
415.002 526.839 534.821 801.851
418.999 523.514 535.478 796.79
418.678 524.51 536.135 798.307
424.41 519.529 536.792 790.726
425.352 519.207 537.449 790.235
424.896 520.373 538.106 792.01
426.292 519.596 538.763 790.827
430.509 516.213 539.42 785.679
425.702 521.692 540.077 794.018
422.708 525.237 540.735 799.413
423.591 524.973 541.392 799.011
425.207 524.109 542.049 797.697
421.478 528.444 542.706 804.294
424.567 525.982 543.363 800.547
428.376 522.998 544.02 796.005
424.945 526.942 544.677 802.008
427.754 524.767 545.334 798.698
431.15 522.03 545.991 794.531
432.261 521.635 546.648 793.93
433.564 520.933 547.305 792.862
432.43 522.725 547.962 795.59
433.818 522.094 548.619 794.63
430.346 526.231 549.276 800.926
434.833 522.563 549.933 795.343
439.826 518.242 550.59 788.767
439.304 519.401 551.247 790.53
437.448 521.819 551.904 794.211
436.707 523.276 552.561 796.428
439.675 521.067 553.218 793.067
440.413 520.951 553.875 792.889
441.319 520.754 554.532 792.59
439.884 522.755 555.189 795.635
442.001 521.357 555.846 793.508
441.75 522.216 556.503 794.815
442.265 522.355 557.16 795.026
